ENSG00000290825	DDX11L2
ENSG00000233728	ENSG00000233728
ENSG00000196449	YRDC
ENSG00000197982	C1orf122
ENSG00000188786	MTF1
ENSG00000230955	ENSG00000230955
ENSG00000204084	INPP5B
ENSG00000183431	SF3A3
ENSG00000183386	FHL3
ENSG00000183520	UTP11
ENSG00000185668	POU3F1
ENSG00000224592	MIR3659HG
ENSG00000284623	LINC02786
ENSG00000286552	ENSG00000286552
ENSG00000287987	ENSG00000287987
ENSG00000237290	LINC01343
ENSG00000238063	LINC01685
ENSG00000284632	ENSG00000284632
ENSG00000116954	RRAGC
ENSG00000228436	RRAGC-DT
ENSG00000214114	MYCBP
ENSG00000131233	GJA9
ENSG00000158315	RHBDL2
ENSG00000174574	AKIRIN1
ENSG00000168653	NDUFS5
ENSG00000127603	MACF1
ENSG00000287422	ENSG00000287422
ENSG00000226438	ENSG00000226438
ENSG00000183682	BMP8A
ENSG00000291129	PPIEL
ENSG00000090621	PABPC4
ENSG00000228060	PABPC4-AS1
ENSG00000163909	HEYL
ENSG00000225903	ENSG00000225903
ENSG00000116981	NT5C1A
ENSG00000116983	HPCAL4
ENSG00000084072	PPIE
ENSG00000116985	BMP8B
ENSG00000198754	OXCT2
ENSG00000285905	BMP8B-AS1
ENSG00000261798	ENSG00000261798
ENSG00000284719	ENSG00000284719
ENSG00000284678	LINC02811
ENSG00000043514	TRIT1
ENSG00000116990	MYCL
ENSG00000236546	MYCL-AS1
ENSG00000168389	MFSD2A
ENSG00000131236	CAP1
ENSG00000131238	PPT1
ENSG00000117000	RLF
ENSG00000188800	TMCO2
ENSG00000259943	ZMPSTE24-DT
ENSG00000084073	ZMPSTE24
ENSG00000049089	COL9A2
ENSG00000084070	SMAP2
ENSG00000290111	ENSG00000290111
ENSG00000284677	ENSG00000284677
ENSG00000187801	ZFP69B
ENSG00000260920	ENSG00000260920
ENSG00000187815	ZFP69
ENSG00000238287	EXO5-DT
ENSG00000164002	EXO5
ENSG00000227278	ENSG00000227278
ENSG00000238186	ENSG00000238186
ENSG00000117010	ZNF684
ENSG00000286838	ENSG00000286838
ENSG00000117016	RIMS3
ENSG00000287743	ENSG00000287743
ENSG00000237899	ENSG00000237899
ENSG00000272145	NFYC-AS1
ENSG00000066136	NFYC
ENSG00000117013	KCNQ4
ENSG00000179862	CITED4
ENSG00000229528	ENSG00000229528
ENSG00000286668	ENSG00000286668
ENSG00000171793	CTPS1
ENSG00000281207	SLFNL1-AS1
ENSG00000171790	SLFNL1
ENSG00000010803	SCMH1
ENSG00000287400	ENSG00000287400
ENSG00000235358	SCMH1-DT
ENSG00000291157	ENSG00000291157
ENSG00000204060	FOXO6
ENSG00000229901	FOXO6-AS1
ENSG00000127129	EDN2
ENSG00000127124	HIVEP3
ENSG00000230881	ENSG00000230881
ENSG00000284895	ENSG00000284895
ENSG00000287587	ENSG00000287587
ENSG00000044012	GUCA2B
ENSG00000197273	GUCA2A
ENSG00000198815	FOXJ3
ENSG00000227527	ENSG00000227527
ENSG00000177181	RIMKLA
ENSG00000066185	ZMYND12
ENSG00000127125	PPCS
ENSG00000186409	CCDC30
ENSG00000171960	PPIH
ENSG00000285728	ENSG00000285728
ENSG00000234917	ENSG00000234917
ENSG00000065978	YBX1
ENSG00000164007	CLDN19
ENSG00000117385	P3H1
ENSG00000164008	C1orf50
ENSG00000228452	C1orf50-AS1
ENSG00000274386	TMEM269
ENSG00000177868	SVBP
ENSG00000164010	ERMAP
ENSG00000228192	ZNF691-DT
ENSG00000164011	ZNF691
ENSG00000288955	ENSG00000288955
ENSG00000117394	SLC2A1
ENSG00000227533	SLC2A1-DT
ENSG00000283973	ENSG00000283973
ENSG00000186973	CFAP144
ENSG00000117395	EBNA1BP2
ENSG00000243710	CFAP57
ENSG00000179178	TMEM125
ENSG00000253313	C1orf210
ENSG00000066056	TIE1
ENSG00000117400	MPL
ENSG00000287113	ENSG00000287113
ENSG00000234694	CDC20-DT
ENSG00000117399	CDC20
ENSG00000066322	ELOVL1
ENSG00000288772	ENSG00000288772
ENSG00000159479	MED8
ENSG00000229431	MED8-AS1
ENSG00000198198	SZT2
ENSG00000229372	SZT2-AS1
ENSG00000178922	HYI
ENSG00000229348	HYI-AS1
ENSG00000142949	PTPRF
ENSG00000066135	KDM4A
ENSG00000236200	KDM4A-AS1
ENSG00000126091	ST3GAL3
ENSG00000229444	ST3GAL3-AS1
ENSG00000117407	ARTN
ENSG00000237950	LINC02918
ENSG00000288573	ENSG00000288573
ENSG00000117408	IPO13
ENSG00000285649	ENSG00000285649
ENSG00000132768	DPH2
ENSG00000117410	ATP6V0B
ENSG00000117411	B4GALT2
ENSG00000159214	CCDC24
ENSG00000196517	SLC6A9
ENSG00000230615	ENSG00000230615
ENSG00000171872	KLF17
ENSG00000283039	KLF18
ENSG00000178028	DMAP1
ENSG00000117419	ERI3
ENSG00000233602	ERI3-IT1
ENSG00000187147	RNF220
ENSG00000126106	TMEM53
ENSG00000198520	ARMH1
ENSG00000142945	KIF2C
ENSG00000225721	ENSG00000225721
ENSG00000142937	RPS8
ENSG00000142959	BEST4
ENSG00000173846	PLK3
ENSG00000188396	DYNLT4
ENSG00000290041	ENSG00000290041
ENSG00000222009	BTBD19
ENSG00000117425	PTCH2
ENSG00000070785	EIF2B3
ENSG00000126107	HECTD3
ENSG00000126088	UROD
ENSG00000162415	ZSWIM5
ENSG00000281912	LINC01144
ENSG00000186603	HPDL
ENSG00000132781	MUTYH
ENSG00000132773	TOE1
ENSG00000070759	TESK2
ENSG00000280670	CCDC163
ENSG00000132763	MMACHC
ENSG00000117450	PRDX1
ENSG00000117448	AKR1A1
ENSG00000289407	ENSG00000289407
ENSG00000132780	NASP
ENSG00000159588	CCDC17
ENSG00000159592	GPBP1L1
ENSG00000159596	TMEM69
ENSG00000197429	IPP
ENSG00000230896	ENSG00000230896
ENSG00000086015	MAST2
ENSG00000117461	PIK3R3
ENSG00000226957	ENSG00000226957
ENSG00000227857	ENSG00000227857
ENSG00000117472	TSPAN1
ENSG00000250719	P3R3URF
ENSG00000085998	POMGNT1
ENSG00000171357	LURAP1
ENSG00000085999	RAD54L
ENSG00000132128	LRRC41
ENSG00000173660	UQCRH
ENSG00000117481	NSUN4
ENSG00000117480	FAAH
ENSG00000291138	ENSG00000291138
ENSG00000224863	LINC01398
ENSG00000197587	DMBX1
ENSG00000282881	TMEM275
ENSG00000269956	MKNK1-AS1
ENSG00000162456	KNCN
ENSG00000079277	MKNK1
ENSG00000142961	MOB3C
ENSG00000123472	ATPAF1
ENSG00000186118	TEX38
ENSG00000228237	EFCAB14-AS1
ENSG00000159658	EFCAB14
ENSG00000142973	CYP4B1
ENSG00000290456	CYP4Z2P
ENSG00000187048	CYP4A11
ENSG00000186377	CYP4X1
ENSG00000186160	CYP4Z1
ENSG00000225506	CYP4A22-AS1
ENSG00000162365	CYP4A22
ENSG00000224805	LINC00853
ENSG00000290081	ENSG00000290081
ENSG00000162366	PDZK1IP1
ENSG00000162367	TAL1
ENSG00000226252	ENSG00000226252
ENSG00000123473	STIL
ENSG00000162368	CMPK1
ENSG00000225762	LINC01389
ENSG00000186790	FOXE3
ENSG00000237424	FOXD2-AS1
ENSG00000186564	FOXD2
ENSG00000227947	LINC01738
ENSG00000269113	TRABD2B
ENSG00000223814	ENSG00000223814
ENSG00000225028	ENSG00000225028
ENSG00000226133	LINC02794
ENSG00000231413	ENSG00000231413
ENSG00000290466	ENSG00000290466
ENSG00000291246	ENSG00000291246
ENSG00000223720	ENSG00000223720
ENSG00000117834	SLC5A9
ENSG00000272491	ENSG00000272491
ENSG00000132122	SPATA6
ENSG00000186094	AGBL4
ENSG00000287661	ENSG00000287661
ENSG00000162373	BEND5
ENSG00000286597	ENSG00000286597
ENSG00000229846	ENSG00000229846
ENSG00000230114	AGBL4-AS1
ENSG00000225623	AGBL4-IT1
ENSG00000162374	ELAVL4
ENSG00000237337	ELAVL4-AS1
ENSG00000233407	ENSG00000233407
ENSG00000284696	LINC02808
ENSG00000284645	ENSG00000284645
ENSG00000142700	DMRTA2
ENSG00000284700	ENSG00000284700
ENSG00000185104	FAF1
ENSG00000225767	FAF1-AS1
ENSG00000123080	CDKN2C
ENSG00000290102	ENSG00000290102
ENSG00000204006	C1orf185
ENSG00000203356	LINC01562
ENSG00000123091	RNF11
ENSG00000236434	ENSG00000236434
ENSG00000085831	TTC39A
ENSG00000261664	TTC39A-AS1
ENSG00000085832	EPS15
ENSG00000238140	ENSG00000238140
ENSG00000227070	EPS15-AS1
ENSG00000117859	OSBPL9
ENSG00000078618	NRDC
ENSG00000266993	ENSG00000266993
ENSG00000272175	ENSG00000272175
ENSG00000169213	RAB3B
ENSG00000117862	TXNDC12
ENSG00000198841	KTI12
ENSG00000223390	ENSG00000223390
ENSG00000228369	TXNDC12-AS1
ENSG00000134717	BTF3L4
ENSG00000157077	ZFYVE9
ENSG00000154222	CC2D1B
ENSG00000272100	ENSG00000272100
ENSG00000287078	ENSG00000287078
ENSG00000085840	ORC1
ENSG00000134748	PRPF38A
ENSG00000134744	TUT4
ENSG00000272371	ENSG00000272371
ENSG00000116157	GPX7
ENSG00000182183	SHISAL2A
ENSG00000162377	COA7
ENSG00000162378	ZYG11B
ENSG00000203995	ZYG11A
ENSG00000242391	ENSG00000242391
ENSG00000121310	ECHDC2
ENSG00000116171	SCP2
ENSG00000174348	PODN
ENSG00000232993	ENSG00000232993
ENSG00000162383	SLC1A7
ENSG00000235563	ENSG00000235563
ENSG00000157184	CPT2
ENSG00000236723	ENSG00000236723
ENSG00000162384	CZIB
ENSG00000259818	CZIB-DT
ENSG00000162385	MAGOH
ENSG00000226754	MAGOH-DT
ENSG00000157193	LRP8
ENSG00000234578	ENSG00000234578
ENSG00000228838	ENSG00000228838
ENSG00000232762	ENSG00000232762
ENSG00000225675	LRP8-DT
ENSG00000285954	ENSG00000285954
ENSG00000226938	ENSG00000226938
ENSG00000230138	LINC02812
ENSG00000143006	DMRTB1
ENSG00000174332	GLIS1
ENSG00000058804	NDC1
ENSG00000058799	YIPF1
ENSG00000211452	DIO1
ENSG00000081870	IFT25
ENSG00000116212	LRRC42
ENSG00000203985	LDLRAD1
ENSG00000116209	TMEM59
ENSG00000116205	TCEANC2
ENSG00000157211	CDCP2
ENSG00000280425	ENSG00000280425
ENSG00000215883	CYB5RL
ENSG00000116221	MRPL37
ENSG00000157216	SSBP3
ENSG00000198711	SSBP3-AS1
ENSG00000225632	ENSG00000225632
ENSG00000232245	ENSG00000232245
ENSG00000287582	ENSG00000287582
ENSG00000235741	LINC02784
ENSG00000162390	ACOT11
ENSG00000162391	FAM151A
ENSG00000230728	ENSG00000230728
ENSG00000184313	MROH7
ENSG00000243725	TTC4
ENSG00000162396	PARS2
ENSG00000006555	TTC22
ENSG00000237453	ENSG00000237453
ENSG00000162398	LEXM
ENSG00000116133	DHCR24
ENSG00000287724	ENSG00000287724
ENSG00000242396	ENSG00000242396
ENSG00000233203	DHCR24-DT
ENSG00000284601	ENSG00000284601
ENSG00000143001	TMEM61
ENSG00000233271	ENSG00000233271
ENSG00000162399	BSND
ENSG00000169174	PCSK9
ENSG00000162402	USP24
ENSG00000231090	MIR4422HG
ENSG00000234810	ENSG00000234810
ENSG00000233079	LINC01755
ENSG00000230250	LINC01753
ENSG00000235612	ENSG00000235612
ENSG00000260971	ENSG00000260971
ENSG00000223956	LINC01767
ENSG00000162407	PLPP3
ENSG00000162409	PRKAA2
ENSG00000187889	FYB2
ENSG00000229913	ENSG00000229913
ENSG00000157131	C8A
ENSG00000021852	C8B
ENSG00000236341	ENSG00000236341
ENSG00000173406	DAB1
ENSG00000227935	ENSG00000227935
ENSG00000226759	DAB1-AS1
ENSG00000290536	ENSG00000290536
ENSG00000235038	ENSG00000235038
ENSG00000162600	OMA1
ENSG00000286918	ENSG00000286918
ENSG00000184292	TACSTD2
ENSG00000162601	MYSM1
ENSG00000283445	ENSG00000283445
ENSG00000177606	JUN
ENSG00000290013	ENSG00000290013
ENSG00000234807	LINC01135
ENSG00000272226	ENSG00000272226
ENSG00000231740	ENSG00000231740
ENSG00000232453	LINC02777
ENSG00000237352	LINC01358
ENSG00000241042	ENSG00000241042
ENSG00000235215	ENSG00000235215
ENSG00000224609	FGGY-DT
ENSG00000270457	ENSG00000270457
ENSG00000172456	FGGY
ENSG00000226883	ENSG00000226883
ENSG00000134709	HOOK1
ENSG00000134716	CYP2J2
ENSG00000162598	C1orf87
ENSG00000238242	LINC02778
ENSG00000226476	LINC01748
ENSG00000231252	ENSG00000231252
ENSG00000162599	NFIA
ENSG00000237928	NFIA-AS2
ENSG00000237853	NFIA-AS1
ENSG00000284808	ENSG00000284808
ENSG00000287224	ENSG00000287224
ENSG00000162604	TM2D1
ENSG00000271200	PATJ-DT
ENSG00000132849	PATJ
ENSG00000240563	L1TD1
ENSG00000132854	KANK4
ENSG00000162607	USP1
ENSG00000116641	DOCK7
ENSG00000132855	ANGPTL3
ENSG00000235545	DOCK7-DT
ENSG00000125703	ATG4C
ENSG00000234318	ENSG00000234318
ENSG00000229537	LINC01739
ENSG00000286455	ENSG00000286455
ENSG00000227485	ENSG00000227485
ENSG00000229225	ENSG00000229225
ENSG00000203605	ENSG00000203605
ENSG00000224209	LINC00466
ENSG00000228734	ENSG00000228734
ENSG00000230798	FOXD3-AS1
ENSG00000187140	FOXD3
ENSG00000088035	ALG6
ENSG00000142856	ITGB3BP
ENSG00000286429	ENSG00000286429
ENSG00000203965	EFCAB7
ENSG00000116652	DLEU2L
ENSG00000079739	PGM1
ENSG00000185483	ROR1
ENSG00000223949	ROR1-AS1
ENSG00000284928	ENSG00000284928
ENSG00000177414	UBE2U
ENSG00000158966	CACHD1
ENSG00000162437	RAVER2
ENSG00000162434	JAK1
ENSG00000226891	LINC01359
ENSG00000272506	ENSG00000272506
ENSG00000288804	ENSG00000288804
ENSG00000162433	AK4
ENSG00000116675	DNAJC6
ENSG00000229294	ENSG00000229294
ENSG00000290094	ENSG00000290094
ENSG00000213625	LEPROT
ENSG00000116678	LEPR
ENSG00000237852	ENSG00000237852
ENSG00000285079	ENSG00000285079
ENSG00000184588	PDE4B
ENSG00000227466	PDE4B-AS1
ENSG00000118473	SGIP1
ENSG00000248458	ENSG00000248458
ENSG00000152760	DYNLT5
ENSG00000172410	INSL5
ENSG00000152763	DNAI4
ENSG00000231080	ENSG00000231080
ENSG00000198160	MIER1
ENSG00000289394	ENSG00000289394
ENSG00000116704	SLC35D1
ENSG00000203963	C1orf141
ENSG00000275678	ENSG00000275678
ENSG00000162594	IL23R
ENSG00000081985	IL12RB2
ENSG00000142864	SERBP1
ENSG00000235200	LINC01702
ENSG00000116717	GADD45A
ENSG00000172380	GNG12
ENSG00000232284	GNG12-AS1
ENSG00000162595	DIRAS3
ENSG00000116729	WLS
ENSG00000116745	RPE65
ENSG00000024526	DEPDC1
ENSG00000233589	ENSG00000233589
ENSG00000234264	DEPDC1-AS1
ENSG00000285041	ENSG00000285041
ENSG00000285407	ENSG00000285407
ENSG00000285473	ENSG00000285473
ENSG00000223883	LINC01707
ENSG00000235446	LINC02791
ENSG00000229639	LINC01758
ENSG00000287453	ENSG00000287453
ENSG00000033122	LRRC7
ENSG00000287283	ENSG00000287283
ENSG00000237919	LRRC7-AS1
ENSG00000066557	LRRC40
ENSG00000116754	SRSF11
ENSG00000228988	ENSG00000228988
ENSG00000118454	ANKRD13C
ENSG00000197568	HHLA3
ENSG00000226088	HHLA3-AS1
ENSG00000116761	CTH
ENSG00000271992	ENSG00000271992
ENSG00000229051	LINC01788
ENSG00000226208	ENSG00000226208
ENSG00000050628	PTGER3
ENSG00000235782	ENSG00000235782
ENSG00000235079	ZRANB2-AS1
ENSG00000132485	ZRANB2
ENSG00000229956	ZRANB2-DT
ENSG00000172260	NEGR1
ENSG00000231985	ENSG00000231985
ENSG00000228853	NEGR1-IT1
ENSG00000286863	ENSG00000286863
ENSG00000225087	ENSG00000225087
ENSG00000227016	LINC02796
ENSG00000285808	LINC02797
ENSG00000233973	LINC01360
ENSG00000223479	LINC02238
ENSG00000285778	ENSG00000285778
ENSG00000162620	LRRIQ3
ENSG00000254685	FPGT
ENSG00000116783	TNNI3K
ENSG00000237324	ENSG00000237324
ENSG00000233894	ENSG00000233894
ENSG00000162621	LRRC53
ENSG00000178965	ERICH3
ENSG00000234497	ERICH3-AS1
ENSG00000272864	ENSG00000272864
ENSG00000116791	CRYZ
ENSG00000162623	TYW3
ENSG00000229943	ENSG00000229943
ENSG00000261213	ENSG00000261213
ENSG00000224127	ENSG00000224127
ENSG00000162624	LHX8
ENSG00000224149	ENSG00000224149
ENSG00000137968	SLC44A5
ENSG00000117054	ACADM
ENSG00000137955	RABGGTB
ENSG00000057468	MSH4
ENSG00000154007	ASB17
ENSG00000225605	ENSG00000225605
ENSG00000230027	ENSG00000230027
ENSG00000184005	ST6GALNAC3
ENSG00000272855	ENSG00000272855
ENSG00000237552	LINC02567
ENSG00000117069	ST6GALNAC5
ENSG00000288543	ENSG00000288543
ENSG00000230498	ENSG00000230498
ENSG00000142892	PIGK
ENSG00000289212	ENSG00000289212
ENSG00000287870	ENSG00000287870
ENSG00000154027	AK5
ENSG00000233099	ENSG00000233099
ENSG00000287647	ENSG00000287647
ENSG00000036549	ZZZ3
ENSG00000077254	USP33
ENSG00000180488	MIGA1
ENSG00000235927	NEXN-AS1
ENSG00000162614	NEXN
ENSG00000162613	FUBP1
ENSG00000162616	DNAJB4
ENSG00000137960	GIPC2
ENSG00000273338	ENSG00000273338
ENSG00000285928	ENSG00000285928
ENSG00000237413	MGC27382
ENSG00000122420	PTGFR
ENSG00000137959	IFI44L
ENSG00000137965	IFI44
ENSG00000162618	ADGRL4
ENSG00000282898	ENSG00000282898
ENSG00000235011	ENSG00000235011
ENSG00000285462	LINC02792
ENSG00000288822	ENSG00000288822
ENSG00000285409	ENSG00000285409
ENSG00000260322	ENSG00000260322
ENSG00000225598	ENSG00000225598
ENSG00000224326	ENSG00000224326
ENSG00000234184	LINC01781
ENSG00000285179	ENSG00000285179
ENSG00000117114	ADGRL2
ENSG00000227960	ENSG00000227960
ENSG00000234953	ENSG00000234953
ENSG00000236676	ENSG00000236676
ENSG00000233290	ENSG00000233290
ENSG00000230817	LINC01362
ENSG00000236268	LINC01361
ENSG00000285782	ENSG00000285782
ENSG00000231364	LINC01712
ENSG00000233008	LINC01725
ENSG00000237076	ENSG00000237076
ENSG00000137941	TTLL7
ENSG00000233061	TTLL7-IT1
ENSG00000285201	ENSG00000285201
ENSG00000271576	PRKACB-DT
ENSG00000142875	PRKACB
ENSG00000203943	SAMD13
ENSG00000137976	DNASE2B
ENSG00000285361	ENSG00000285361
ENSG00000117133	RPF1
ENSG00000174021	GNG5
ENSG00000122432	SPATA1
ENSG00000117151	CTBS
ENSG00000284882	ENSG00000284882
ENSG00000285374	ENSG00000285374
ENSG00000289881	ENSG00000289881
ENSG00000180869	LINC01555
ENSG00000117155	SSX2IP
ENSG00000285325	ENSG00000285325
ENSG00000171517	LPAR3
ENSG00000153898	MCOLN2
ENSG00000162643	DNAI3
ENSG00000055732	MCOLN3
ENSG00000097096	SYDE2
ENSG00000162642	C1orf52
ENSG00000142867	BCL10
ENSG00000223653	BCL10-AS1
ENSG00000153904	DDAH1
ENSG00000273264	ENSG00000273264
ENSG00000282057	ENSG00000282057
ENSG00000272691	ENSG00000272691
ENSG00000142871	CCN1
ENSG00000230285	ENSG00000230285
ENSG00000117174	ZNHIT6
ENSG00000171502	COL24A1
ENSG00000285210	LINC02795
ENSG00000122417	ODF2L
ENSG00000137975	CLCA2
ENSG00000016490	CLCA1
ENSG00000016602	CLCA4
ENSG00000236915	CLCA4-AS1
ENSG00000291014	CLCA3P
ENSG00000097033	SH3GLB1
ENSG00000284846	ENSG00000284846
ENSG00000183291	SELENOF
ENSG00000153936	HS2ST1
ENSG00000267734	ENSG00000267734
ENSG00000267272	LINC01140
ENSG00000284240	LINC02801
ENSG00000143013	LMO4
ENSG00000227290	LINC01364
ENSG00000237505	PKN2-AS1
ENSG00000286758	ENSG00000286758
ENSG00000065243	PKN2
ENSG00000137947	GTF2B
ENSG00000137944	KYAT3
ENSG00000213516	RBMXL1
ENSG00000117226	GBP3
ENSG00000117228	GBP1
ENSG00000162645	GBP2
ENSG00000289582	ENSG00000289582
ENSG00000286802	ENSG00000286802
ENSG00000213512	GBP7
ENSG00000162654	GBP4
ENSG00000284734	ENSG00000284734
ENSG00000154451	GBP5
ENSG00000237568	ENSG00000237568
ENSG00000183347	GBP6
ENSG00000290525	GBP1P1
ENSG00000286548	ENSG00000286548
ENSG00000197147	LRRC8B
ENSG00000288629	ENSG00000288629
ENSG00000231999	LRRC8C-DT
ENSG00000230735	ENSG00000230735
ENSG00000171488	LRRC8C
ENSG00000231613	ENSG00000231613
ENSG00000272931	LRRC8D-DT
ENSG00000171492	LRRC8D
ENSG00000272672	ENSG00000272672
ENSG00000162664	ZNF326
ENSG00000287015	ENSG00000287015
ENSG00000287406	ENSG00000287406
ENSG00000287372	ENSG00000287372
ENSG00000229201	LINC02787
ENSG00000143032	BARHL2
ENSG00000287076	ENSG00000287076
ENSG00000233593	LINC02609
ENSG00000285532	LINC02788
ENSG00000225446	LINC01763
ENSG00000272094	ENSG00000272094
ENSG00000122482	ZNF644
ENSG00000162669	HFM1
ENSG00000097046	CDC7
ENSG00000069702	TGFBR3
ENSG00000137948	BRDT
ENSG00000289483	ENSG00000289483
ENSG00000172031	EPHX4
ENSG00000230667	SETSIP
ENSG00000189195	BTBD8
ENSG00000273487	ENSG00000273487
ENSG00000203910	C1orf146
ENSG00000174842	GLMN
ENSG00000122484	RPAP2
ENSG00000162676	GFI1
ENSG00000067208	EVI5
ENSG00000122406	RPL5
ENSG00000154511	DIPK1A
ENSG00000289544	ENSG00000289544
ENSG00000287797	ENSG00000287797
ENSG00000143033	MTF2
ENSG00000117500	TMED5
ENSG00000122483	CCDC18
ENSG00000223745	CCDC18-AS1
ENSG00000117505	DR1
ENSG00000137942	FNBP1L
ENSG00000137936	BCAR3
ENSG00000224093	BCAR3-AS1
ENSG00000260464	ENSG00000260464
ENSG00000067334	DNTTIP2
ENSG00000023909	GCLM
ENSG00000198691	ABCA4
ENSG00000233482	ENSG00000233482
ENSG00000137962	ARHGAP29
ENSG00000226835	ARHGAP29-AS1
ENSG00000236098	ENSG00000236098
ENSG00000286692	ENSG00000286692
ENSG00000117528	ABCD3
ENSG00000117525	F3
ENSG00000288736	ENSG00000288736
ENSG00000223675	ENSG00000223675
ENSG00000143036	SLC44A3
ENSG00000117519	CNN3
ENSG00000235501	CNN3-DT
ENSG00000172339	ALG14
ENSG00000230427	ALG14-AS1
ENSG00000152078	TLCD4
ENSG00000231992	ENSG00000231992
ENSG00000226026	RWDD3-DT
ENSG00000122481	RWDD3
ENSG00000228852	ENSG00000228852
ENSG00000287919	ENSG00000287919
ENSG00000228504	LINC01760
ENSG00000230434	LINC01650
ENSG00000237954	ENSG00000237954
ENSG00000233907	LINC01761
ENSG00000228971	LINC02607
ENSG00000271252	ENSG00000271252
ENSG00000237435	LINC02790
ENSG00000231987	LINC01787
ENSG00000117569	PTBP2
ENSG00000188641	DPYD
ENSG00000232878	DPYD-AS1
ENSG00000232542	DPYD-IT1
ENSG00000235777	DPYD-AS2
ENSG00000225206	MIR137HG
ENSG00000259946	ENSG00000259946
ENSG00000288810	ENSG00000288810
ENSG00000285922	ENSG00000285922
ENSG00000226053	LINC01776
ENSG00000162627	SNX7
ENSG00000117598	PLPPR5
ENSG00000232825	PLPPR5-AS1
ENSG00000117600	PLPPR4
ENSG00000224445	LINC01708
ENSG00000099260	PALMD
ENSG00000156869	FRRS1
ENSG00000162688	AGL
ENSG00000228084	ENSG00000228084
ENSG00000117620	SLC35A3
ENSG00000288826	ENSG00000288826
ENSG00000156875	MFSD14A
ENSG00000241073	ENSG00000241073
ENSG00000156876	SASS6
ENSG00000122435	TRMT13
ENSG00000122477	LRRC39
ENSG00000137992	DBT
ENSG00000285530	ENSG00000285530
ENSG00000224616	RTCA-AS1
ENSG00000137996	RTCA
ENSG00000223906	ENSG00000223906
ENSG00000079335	CDC14A
ENSG00000228086	ENSG00000228086
ENSG00000181656	GPR88
ENSG00000230402	LINC01349
ENSG00000285525	ENSG00000285525
ENSG00000162692	VCAM1
ENSG00000162694	EXTL2
ENSG00000273204	ENSG00000273204
ENSG00000162695	SLC30A7
ENSG00000117543	DPH5
ENSG00000235795	ENSG00000235795
ENSG00000233184	DPH5-DT
ENSG00000289355	ENSG00000289355
ENSG00000225938	S1PR1-DT
ENSG00000170989	S1PR1
ENSG00000231671	LINC01307
ENSG00000226715	LINC01709
ENSG00000118733	OLFM3
ENSG00000289192	ENSG00000289192
ENSG00000233359	ENSG00000233359
ENSG00000230864	ENSG00000230864
ENSG00000060718	COL11A1
ENSG00000230759	ENSG00000230759
ENSG00000224613	RNPC3-DT
ENSG00000185946	RNPC3
ENSG00000240038	AMY2B
ENSG00000243480	AMY2A
ENSG00000237763	AMY1A
ENSG00000174876	AMY1B
ENSG00000187733	AMY1C
ENSG00000285981	ENSG00000285981
ENSG00000230768	LINC01676
ENSG00000233047	LINC01677
ENSG00000237480	ENSG00000237480
ENSG00000237460	LINC01661
ENSG00000198890	PRMT6
ENSG00000162631	NTNG1
ENSG00000289612	ENSG00000289612
ENSG00000134215	VAV3
ENSG00000230489	VAV3-AS1
ENSG00000226822	LINC02785
ENSG00000085491	SLC25A24
ENSG00000260879	ENSG00000260879
ENSG00000196427	NBPF4
ENSG00000238122	ENSG00000238122
ENSG00000290547	ENSG00000290547
ENSG00000290552	ENSG00000290552
ENSG00000224698	ENSG00000224698
ENSG00000186086	NBPF6
ENSG00000162636	EEIG2
ENSG00000162639	HENMT1
ENSG00000285923	ENSG00000285923
ENSG00000290126	ENSG00000290126
ENSG00000134186	PRPF38B
ENSG00000143107	FNDC7
ENSG00000232971	ENSG00000232971
ENSG00000116266	STXBP3
ENSG00000162641	AKNAD1
ENSG00000203897	SPATA42
ENSG00000121957	GPSM2
ENSG00000121940	CLCC1
ENSG00000085433	WDR47
ENSG00000197780	TAF13
ENSG00000273382	TMEM167B-DT
ENSG00000215717	TMEM167B
ENSG00000270066	ENSG00000270066
ENSG00000179902	CFAP276
ENSG00000116299	ELAPOR1
ENSG00000031698	SARS1
ENSG00000143126	CELSR2
ENSG00000134222	PSRC1
ENSG00000221986	MYBPHL
ENSG00000134243	SORT1
ENSG00000143106	PSMA5
ENSG00000143028	SYPL2
ENSG00000162650	ATXN7L2
ENSG00000174151	CYB561D1
ENSG00000181754	AMIGO1
ENSG00000156097	GPR61
ENSG00000254942	ENSG00000254942
ENSG00000290117	ENSG00000290117
ENSG00000065135	GNAI3
ENSG00000225113	ENSG00000225113
ENSG00000134183	GNAT2
ENSG00000116337	AMPD2
ENSG00000228703	ENSG00000228703
ENSG00000168765	GSTM4
ENSG00000213366	GSTM2
ENSG00000134184	GSTM1
ENSG00000260246	ENSG00000260246
ENSG00000134201	GSTM5
ENSG00000241720	ENSG00000241720
ENSG00000134202	GSTM3
ENSG00000198758	EPS8L3
ENSG00000228420	LINC01768
ENSG00000235005	ENSG00000235005
ENSG00000261055	ENSG00000261055
ENSG00000184371	CSF1
ENSG00000168710	AHCYL1
ENSG00000143093	STRIP1
ENSG00000291326	ENSG00000291326
ENSG00000258634	ENSG00000258634
ENSG00000156150	ALX3
ENSG00000258673	LINC01397
ENSG00000186150	UBL4B
ENSG00000197106	SLC6A17
ENSG00000227091	SLC6A17-AS1
ENSG00000235526	ENSG00000235526
ENSG00000224965	KCNC4-DT
ENSG00000116396	KCNC4
ENSG00000227963	RBM15-AS1
ENSG00000162775	RBM15
